CLT_ID,NAME,Group ID,STATUS,SALES,COLL,LIST_AMT,PAID_AMT,AMOUNT,AGE,SM ,MED,LG,CC,FEE_AMT,AMOUNT_EARNED_US,AMOUNT_EARNED_CLT,TOTAL_AMOUNT_EARNED,ATTORNEY_FEES,COURT_COSTS,ES1,ES2,ES3,ESF
20104,Jay Dickens Racing,,A,200,K00,"$6,018.40 ",$121.93 ,$4.00 ,532,0,0,4,,,,,,,,0,0,4,0
20105,"David Goodcase, CPA",,A,200,K00,$340.00 ,$0.00 ,$0.00 ,86,0,0,1,,,,,,,,1,0,0,0
20106,Judge Little Sporting Goods Company,,A,200,K00,$547.11 ,$0.00 ,$0.00 ,199,0,5,2,,,,,,,,3,2,2,0
20107,"Cheyenne International, Inc.",,A,200,K00,"$2,540.00 ",$0.00 ,$0.00 ,209,0,0,1,,,,,,,,0,0,1,0
20108,Taylor Meadows,,A,200,K00,"$2,700.00 ",$0.00 ,$0.00 ,291,0,0,2,,,,,,,,0,0,2,0
20109,Meek Counseling Services,,A,200,K00,"$2,618.00 ",$0.00 ,$0.00 ,602,0,0,3,,,,,,,,0,3,0,0
20110,"Jernigan Healthcare, Inc.",,A,200,K00,"$23,939.63 ","$1,176.11 ",$16.00 ,407,1,28,75,,,,,,,,0,104,0,0
20111,Moffett Law Firm,,A,200,K00,"$53,894.96 ",$500.00 ,$0.00 ,493,0,0,17,,,,,,,,0,0,17,0
20112,Anytime Fitness Hamilton AL,,A,200,K00,$189.96 ,$0.00 ,$0.00 ,134,0,0,1,,,,,,,,0,0,1,0
20113,"Active Data Comm, Inc.",,A,200,K00,"$4,209.68 ",$0.00 ,$0.00 ,582,0,0,2,,,,,,,,0,0,2,0
20114,Forty West Designs,,A,200,K00,"$1,333.00 ",$0.00 ,$0.00 ,186,0,0,1,,,,,,,,0,1,0,0
20115,The Kangaroo's Pouch Children's Center,,A,200,K00,"$1,344.77 ",$0.00 ,$0.00 ,237,0,0,2,,,,,,,,0,0,2,0
20116,"Robert D. Newton, D.M.D. & Assoc, LLC",,A,200,K00,"$3,998.90 ",$225.20 ,$0.00 ,574,5,26,10,,,,,,,,41,0,0,0
20117,Sportsman Lawn and Landscape,,A,200,K00,"$9,040.48 ",$0.00 ,$0.00 ,1247,0,0,2,,,,,,,,0,0,2,0
20118,"Developmental Industries, Inc.",,A,200,K00,"$1,820.00 ",$0.00 ,$0.00 ,295,0,0,1,,,,,,,,0,0,1,0
