CLT_ID,NAME,Group ID,STATUS,SALES,COLL,LIST_AMT,PAID_AMT,AMOUNT,AGE,SM ,MED,LG,CC,FEE_AMT,AMOUNT_EARNED_US,AMOUNT_EARNED_CLT,TOTAL_AMOUNT_EARNED,ATTORNEY_FEES,COURT_COSTS,ES1,ES2,ES3,ESF
3356,Blossman Propane - Berryville VA,,A,5,BPG,8639.02,688.23,119.39,257,1,,18,,,,,,,,,,,
3357,Blossman Propane - Fredericksburg VA,,A,5,BPG,15176.54,3177.65,162.2,419,0,,23,,,,,,,,,,,
3358,Blossman Propane - Gordonsville VA,,A,5,BPG,7141.63,588.17,122.05,358,0,,9,,,,,,,,,,,
3359,Blossman Propane - Powhatan VA,,A,5,BPG,2696.93,671.14,30,241,1,,9,,,,,,,,,,,
3360,Blossman Propane - Weyers Cave,,A,5,BPG,7853.95,3445.06,29.51,157,0,,14,,,,,,,,,,,
3365,"Blossman Propane - Knoxville, TN",,A,5,BPG,11282.34,50,0,478,1,,20,,,,,,,,,,,
4002,Highlands Medical Center,,C,1,D33,0,156.61,126.46,0,0,,0,,,,,,,,,,,
4002,,,,,,,,,,,,,,101.8,126.46,30.15,156.61,,,,,,
4002,,,,,,,,,,,,,,,,,,26.99,74.81,,,,
5000,Helen Keller Hospital,,C,5,K26,0,150,37.5,0,0,,0,,,,,,,,,,,
5004,Dr.'s Boger and Solomon,,A,1,K27,171.95,701.38,179.62,212,0,,2,,,,,,,,,,,
5013,Cullman Reg Orthopedic & Sports Medicine,,A,1,K27,70305.97,9888.22,3010.35,243,79,,137,,,,,,,,,,,
5013,,,,,,,,,,,,,,125.53,604.19,740.16,1344.35,,,,,,
5013,,,,,,,,,,,,,,,,,,,125.53,,,,
5023,Cullman Urgent Care Center,,A,1,K27,5700.39,1706.4,388.55,563,0,,31,,,,,,,,,,,
5028,Seidel Plastic Surgery,,A,1,K27,5086.61,169.64,51.32,316,4,,9,,,,,,,,,,,
5030,"Charles T. Prickett, MD",,A,1,K27,683.82,213,63.35,267,3,,4,,,,,,,,,,,
5033,Decatur Internal Medicine,,A,1,K27,2276.96,1108.87,305.22,238,3,,13,,,,,,,,,,,
5037,Chest Medicine of Cullman,,C,1,K27,0,25,6.75,0,0,,0,,,,,,,,,,,
5053,Cullman Physical Medicine,,A,1,K27,982.59,269.41,69.09,174,1,,4,,,,,,,,,,,
5055,Cullman Heart and Urgent Care P C,,A,5,K33,3000.25,849.18,280.77,196,0,,17,,,,,,,,,,,
5055,,,,,,,,,,,,,,0,38.7,93.19,131.89,,,,,,
5056,Tuckier Surgical Clinic,,A,1,K27,4793.02,735.38,196.97,218,2,,12,,,,,,,,,,,
5056,,,,,,,,,,,,,,0,6.09,16.49,22.58,,,,,,
5064,Surgical Associates of North Alabama,,A,500,K29,112444.59,6165.06,2263.02,337,0,,127,,,,,,,,,,,
5064,,,,,,,,,,,,,,208.2,1211.43,1513.53,2724.96,,,,,,
5064,,,,,,,,,,,,,,,,,,,208.2,,,,
5072,Susan Winchester M D,,A,5,K00,0,375.5,113.78,0,0,,0,,,,,,,,,,,
5072,,,,,,,,,,,,,,0,39.73,73.75,113.48,,,,,,
6000,Cardiothoracic Surgery Clinic of N MS,,C,5,K30,0,265.04,114.92,0,0,,0,,,,,,,,,,,
6000,,,,,,,,,,,,,,35.22,77.42,62.62,140.04,,,,,,
6000,,,,,,,,,,,,,,,,,,21.39,,,,,
6045,Athens Limestone Hospital,,C,5,K30,0,259.99,77.97,0,0,,0,,,,,,,,,,,
6045,,,,,,,,,,,,,,0,77.97,182.02,259.99,,,,,,
11001,"Orthopaedic Specialists of Alabama, P.C.",,I,5,S19,0,3775.14,1055.3,0,0,,0,,,,,,,,,,,
11001,,,,,,,,,,,,,,13.07,322.05,733.6,1055.65,,,,,,
11001,,,,,,,,,,,,,,,,,,13.07,,,,,
11002,OrthoSports Associates,,A,5,K24,333952.41,27915.99,7280.59,354,2161,,967,,,,,,,,,,,
11002,,,,,,,,,,,,,,0,213.5,585.03,798.53,,,,,,
11005,"Orthopaedic Specialists of Alabama, P.C.",,I,5,S19,0,150,36,0,0,,0,,,,,,,,,,,
11013,"Orthopaedic Specialists of Alabama, P.C.",,I,5,S19,0,142.01,37.12,0,0,,0,,,,,,,,,,,
11013,,,,,,,,,,,,,,0,30.72,97.29,128.01,,,,,,
11017,"Orthopaedic Specialists of Alabama, P.C.",,I,5,S19,0,85.15,20.44,0,0,,0,,,,,,,,,,,
11020,"Orthopaedic Specialists of Alabama, P.C.",,I,5,S19,0,93.42,22.42,0,0,,0,,,,,,,,,,,
11030,Orthopaedic Specialists of Alabama-2,,I,5,S19,0,60,14.4,0,0,,0,,,,,,,,,,,
11030,,,,,,,,,,,,,,0,14.4,45.6,60,,,,,,
20014,Adair Carpet,,A,200,K00,415,0,0,145,1,,2,,,,,,,,,,,
20014,,,,,,,,,,,,,,,,,,,,0,0,3,0
20024,Internal Medicine & Pediatric Clinic,,A,200,K00,2711.71,398.54,8,320,4,,19,,,,,,,,,,,
20024,,,,,,,,,,,,,,,,,,,,6,17,0,0
20036,TRI inc Realtors,,A,200,K00,11719.75,3051.5,96,302,1,,7,,,,,,,,,,,
20036,,,,,,,,,,,,,,,,,,,,0,0,0,8
20046,Great American Cash Advance,,A,200,K00,0,88.67,0,0,0,,0,,,,,,,,,,,
20048,Family Care Clinic of Ripley,,A,200,K00,12928.92,3891.68,104,518,62,,50,,,,,,,,,,,
20048,,,,,,,,,,,,,,,,,,,,74,0,38,0
20054,Encore Rehab,,A,200,K00,27502.03,6639.18,68,243,32,,88,,,,,,,,,,,
20054,,,,,,,,,,,,,,,,,,,,48,0,72,0
20057,"Encore Rehabilitation, Inc.",,A,200,K00,24163.71,3892.57,56,384,24,,89,,,,,,,,,,,
20057,,,,,,,,,,,,,,7.66,0,7.66,7.66,,,,,,
20057,,,,,,,,,,,,,,,,,,,,28,1,84,0
20063,Senter Medical Clinic,,A,200,K00,1967.83,396.31,0,689,4,,11,,,,,,,,,,,
20063,,,,,,,,,,,,,,,,,,,,12,3,0,0
20070,"Nephrology Associates, P.C.",,A,200,K00,0,80,0,0,0,,0,,,,,,,,,,,
20074,Corinth Laser Center,,A,200,K00,2311.4,1154.62,8,328,0,,2,,,,,,,,,,,
20074,,,,,,,,,,,,,,,,,,,,0,2,0,0
20076,Wood Sales Company,,A,200,K00,6212.55,0,0,432,0,,1,,,,,,,,,,,
20076,,,,,,,,,,,,,,,,,,,,0,0,1,0
20088,"Pediatric Nephrology of Alabama, PC",,A,200,K00,889.97,215.6,0,335,2,,6,,,,,,,,,,,
20088,,,,,,,,,,,,,,,,,,,,3,5,0,0
20100,Swoope Insurance Agency,,A,200,K00,2121.95,683.98,8,574,1,,8,,,,,,,,,,,
20100,,,,,,,,,,,,,,,,,,,,0,0,9,0
20102,United Cerebral Palsy of Grtr B'Ham,,A,200,K00,29671.99,2024.39,12,776,86,,71,,,,,,,,,,,
20102,,,,,,,,,,,,,,,,,,,,157,0,0,0
20118,"Developmental Industries, Inc.",,A,200,K00,10895.84,0,0,202,0,,1,,,,,,,,,,,
20118,,,,,,,,,,,,,,,,,,,,0,0,0,1
20121,Chiropractic Neurology Center of Tupelo,,A,200,K00,0,882,0,0,0,,0,,,,,,,,,,,
20125,"Tennessee Family Medicine, PLLC",,A,200,K00,978.98,201.04,16,266,3,,5,,,,,,,,,,,
20125,,,,,,,,,,,,,,,,,,,,4,4,0,0
20130,"Jackson Thyroid & Endocrine Clinic, PLLC",,A,200,K00,10015.09,138,0,579,14,,21,,,,,,,,,,,
20130,,,,,,,,,,,,,,,,,,,,21,7,7,0
20133,"Kevin G. Johnson, M.D.",,A,200,K00,6518.19,577.23,16,473,0,,25,,,,,,,,,,,
20133,,,,,,,,,,,,,,,,,,,,25,0,0,0
20134,"Wilder Counseling, PLLC",,A,200,K00,2834.5,1679,20,480,0,,11,,,,,,,,,,,
20134,,,,,,,,,,,,,,,,,,,,0,11,0,0
20135,One D'ville Place/ Tupelo Public School,,A,200,K00,5418.57,216,16,499,3,,7,,,,,,,,,,,
20135,,,,,,,,,,,,,,,,,,,,0,0,9,0
20136,Partners in Physical Therapy,,A,200,K00,277.69,0,0,701,0,,1,,,,,,,,,,,
20136,,,,,,,,,,,,,,,,,,,,1,0,0,0
20137,Printz Property Management,,A,200,K00,10073.69,0,0,130,0,,4,,,,,,,,,,,
20137,,,,,,,,,,,,,,,,,,,,0,1,3,0
